date,campaign_id,impressions,clicks,leads,purchases,revenue,cost
2025-03-02,C012,8554,155,7,0,0.0,88.19
2025-03-03,C012,6378,124,7,0,0.0,76.52
2025-03-04,C012,5254,88,5,0,0.0,65.07
2025-03-05,C012,5810,111,5,0,0.0,68.97
2025-03-06,C012,5606,124,6,0,0.0,97.53
2025-03-07,C012,7466,129,7,0,0.0,79.32
2025-03-08,C012,3384,57,3,0,0.0,47.05
2025-03-09,C012,9691,227,14,1,42.92,133.19
2025-03-10,C012,6819,116,5,0,0.0,100.87
2025-03-11,C012,5632,70,4,0,0.0,50.08
2025-03-12,C012,10171,201,10,1,45.11,153.2
2025-03-13,C012,6428,100,5,0,0.0,72.46
2025-03-14,C012,10783,234,16,1,45.61,188.05
2025-03-15,C012,9032,161,10,1,44.54,127.44
2025-03-16,C012,6977,145,7,0,0.0,97.36
2025-03-17,C012,3962,71,4,0,0.0,56.21
2025-03-18,C012,9708,187,10,0,0.0,117.23
2025-03-19,C012,4917,74,4,0,0.0,48.34
2025-03-20,C012,7574,151,10,1,47.95,103.0
2025-03-21,C012,4128,74,4,0,0.0,58.0
2025-03-22,C012,6754,115,6,0,0.0,75.04
2025-03-23,C012,7091,131,6,0,0.0,94.21
2025-05-31,C013,14175,602,114,34,1726.39,98.62
2025-06-01,C013,9254,467,117,33,1967.49,80.62
2025-06-02,C013,7524,338,69,20,888.99,42.88
2025-06-03,C013,5035,200,43,11,697.36,26.33
2025-06-04,C013,8028,399,71,20,1756.52,59.74
2025-06-05,C013,6575,300,58,16,694.24,40.67
2025-06-06,C013,7113,287,55,15,1077.76,42.62
2025-06-07,C013,7952,394,83,26,1812.31,62.58
2025-06-08,C013,9231,494,89,22,1390.7,77.18
2025-06-09,C013,6831,302,40,10,590.81,44.57
2025-06-10,C013,6397,245,29,7,393.21,34.88
2025-06-11,C013,10748,490,92,29,1762.01,67.49
2025-06-12,C013,5593,285,76,21,1084.92,37.68
2025-06-13,C013,4823,238,53,15,874.8,37.72
2025-06-14,C013,7615,456,86,26,818.82,77.13
2025-06-15,C013,10997,544,117,29,1962.57,75.0
2025-06-16,C013,9610,508,90,22,1168.72,81.78
2025-06-17,C013,7832,399,78,25,1432.19,58.57
2025-06-18,C013,9087,352,74,20,963.12,49.58
2025-06-19,C013,10158,374,78,21,2165.93,57.7
2025-06-20,C013,10749,323,65,23,1370.39,40.05
2025-06-21,C013,12501,600,104,26,1408.46,93.25
2025-06-22,C013,14225,692,110,24,1620.14,89.83
2025-06-23,C013,8921,319,53,14,940.02,52.93
2025-06-24,C013,9385,365,61,15,990.02,56.59
2025-06-25,C013,5228,286,57,12,1076.89,42.78
2025-06-26,C013,10001,420,74,27,1977.46,68.18
2025-06-27,C013,7075,391,68,19,778.99,46.68
2025-06-28,C013,8453,244,52,19,1481.1,35.66
2025-06-29,C013,12446,673,127,35,2263.36,98.62
2025-06-30,C013,8540,479,113,33,2705.11,69.07
2025-07-01,C013,12178,870,142,35,2313.83,98.62
2025-07-02,C013,9291,486,114,35,1724.65,83.16
2025-07-03,C013,11707,546,112,30,2064.53,82.15
2025-07-04,C013,5875,228,47,13,827.15,35.91
2025-07-05,C013,12559,537,100,30,1157.84,74.18
2025-07-06,C013,6354,343,84,22,1420.32,57.21
2025-07-07,C013,9716,384,71,17,1108.07,64.27
2025-07-08,C013,5655,204,43,15,987.05,29.42
2025-07-09,C013,8520,357,61,20,600.43,57.82
2025-07-10,C013,6955,408,72,18,1069.37,63.73
2025-07-11,C013,4711,178,42,11,731.54,26.0
2025-07-12,C013,11921,518,96,31,1617.8,73.08
2025-07-13,C013,9076,427,112,32,1023.61,66.14
2025-07-14,C013,7899,371,73,20,1369.58,52.63
2025-07-15,C013,11836,463,93,20,1248.42,62.97
2025-07-16,C013,9008,439,95,19,1584.79,58.0
2025-07-17,C013,11056,549,95,27,1491.88,82.59
2025-07-18,C013,3588,194,38,9,487.48,30.14
2025-07-19,C013,3350,161,34,9,422.96,24.36
2025-07-20,C013,5090,198,44,11,610.9,35.51
2025-07-21,C013,7978,335,61,11,801.0,52.5
2025-07-22,C013,6589,335,51,13,612.78,59.15
2025-07-23,C013,3502,114,22,5,224.21,20.43
2025-07-24,C013,7832,308,68,17,978.23,49.02
2025-07-25,C013,7453,346,82,19,945.01,45.87
2025-07-26,C013,7897,325,55,12,724.9,46.48
2025-07-27,C013,9395,416,99,25,1599.66,62.05
2025-07-28,C013,6830,299,66,16,943.82,40.96
2025-07-29,C013,7731,370,89,29,2039.78,47.61
2025-07-30,C013,4256,216,44,9,528.28,27.56
2025-07-31,C013,3580,176,37,13,927.47,25.28
2025-08-01,C013,4302,160,33,6,363.28,21.55
2025-08-02,C013,5015,242,48,16,977.31,33.51
2025-02-15,C014,5394,104,10,2,119.09,86.03
2025-02-16,C014,8175,157,14,2,119.22,146.61
2025-02-17,C014,7770,131,16,2,144.1,103.0
2025-02-18,C014,10903,172,16,2,121.95,157.28
2025-02-19,C014,8198,146,13,2,137.61,116.14
2025-02-20,C014,6707,130,11,2,111.43,102.38
2025-02-21,C014,7208,97,8,0,0.0,78.33
2025-02-22,C014,9108,125,12,1,89.78,114.21
2025-02-23,C014,6023,120,10,1,85.3,94.36
2025-02-24,C014,9650,198,17,2,88.7,150.52
2025-02-25,C014,7825,142,14,1,64.79,122.98
2025-02-26,C014,9713,203,19,3,142.85,172.42
2025-02-27,C014,6419,121,9,1,82.39,105.65
2025-02-28,C014,4739,93,8,0,0.0,80.13
2025-03-01,C014,10364,163,13,2,184.44,161.04
2025-03-02,C014,10815,222,16,2,116.03,194.71
2025-03-03,C014,8909,163,7,1,76.73,144.73
2025-03-04,C014,11377,216,20,3,218.79,167.11
2025-03-05,C014,5174,105,8,1,70.02,100.75
2025-03-06,C014,8964,176,19,2,123.53,162.29
2025-03-07,C014,10542,179,17,3,189.33,157.18
2025-03-08,C014,16240,331,29,4,302.32,204.9
2025-03-09,C014,7429,164,12,1,69.33,167.15
2025-03-10,C014,6818,110,12,1,54.36,119.04
2025-03-11,C014,6751,120,10,1,93.02,105.96
2025-03-12,C014,9701,152,11,1,46.71,117.62
2025-03-13,C014,8097,114,5,0,0.0,91.03
2025-03-14,C014,8864,184,16,2,113.28,155.48
2025-03-15,C014,9659,166,12,2,147.61,134.78
2025-03-16,C014,10246,155,14,2,110.3,110.37
2025-03-17,C014,9806,154,19,3,257.22,141.31
2025-03-18,C014,8884,86,7,1,70.06,75.11
2025-03-19,C014,11271,232,17,2,179.9,199.19
2025-03-20,C014,6902,109,8,1,47.59,90.84
2025-03-21,C014,10262,194,18,2,132.71,170.85
2025-03-22,C014,10485,225,20,3,184.01,156.58
2025-03-23,C014,11867,235,22,3,171.08,204.9
2025-03-24,C014,7610,164,12,1,90.26,151.51
2025-03-25,C014,8489,157,8,1,67.31,128.69
2025-03-26,C014,10757,182,13,2,127.12,152.29
2025-03-27,C014,12078,129,10,1,57.38,119.52
2025-03-28,C014,8660,148,13,2,133.87,123.43
2025-03-29,C014,11058,154,11,1,79.78,134.18
2025-03-30,C014,6174,146,11,1,79.62,111.85
2025-03-31,C014,7489,204,19,3,253.19,179.78
2025-04-01,C014,8407,110,12,1,31.96,90.32
2025-04-02,C014,7595,154,12,1,67.03,131.31
2025-04-03,C014,9185,140,13,2,93.66,103.3
2025-04-04,C014,10810,214,14,1,77.97,180.15
2025-04-05,C014,7357,140,14,2,124.41,119.3
2025-04-06,C014,8628,182,15,1,94.89,145.35
2025-04-07,C014,6388,116,9,1,67.46,100.32
2025-04-08,C014,7187,125,12,1,61.59,99.11
2025-04-09,C014,6818,139,11,1,64.66,133.32
2025-04-10,C014,3494,40,3,0,0.0,31.5
2025-04-11,C014,3737,81,7,1,54.36,58.27
2025-04-12,C014,6345,132,13,2,115.94,112.48
2025-04-13,C014,6684,164,10,1,84.48,118.97
2025-04-14,C014,5026,86,5,0,0.0,76.82
2025-04-15,C014,5628,84,7,1,69.3,62.92
2025-04-16,C014,4140,58,4,0,0.0,52.15
2025-04-17,C014,4626,75,7,1,64.21,66.56
2025-04-18,C014,5914,136,11,2,151.21,98.64
2025-05-31,C015,5720,67,5,0,0.0,65.61
2025-06-01,C015,3893,55,4,0,0.0,58.73
2025-06-02,C015,6168,78,6,0,0.0,76.74
2025-06-03,C015,8379,119,7,0,0.0,124.05
2025-06-04,C015,8702,125,8,0,0.0,132.95
2025-06-05,C015,10821,180,15,1,79.43,151.87
2025-06-06,C015,6155,90,5,0,0.0,88.67
2025-06-07,C015,7865,95,7,1,75.34,93.45
2025-06-08,C015,10906,183,12,1,37.5,151.87
2025-06-09,C015,10141,87,7,0,0.0,87.83
2025-06-10,C015,7312,90,7,0,0.0,82.66
2025-06-11,C015,8105,84,7,0,0.0,74.85
2025-06-12,C015,9524,160,11,1,61.31,125.98
2025-06-13,C015,6619,99,8,1,53.16,101.83
2025-06-14,C015,7724,97,6,0,0.0,88.99
2025-06-15,C015,10802,126,9,1,50.78,124.83
2025-06-16,C015,5386,52,4,0,0.0,53.26
2025-06-17,C015,4805,87,7,0,0.0,78.43
2025-06-18,C015,9112,109,10,1,46.69,99.14
2025-06-19,C015,5869,79,7,0,0.0,81.21
2025-06-20,C015,10121,167,10,1,49.9,132.45
2025-06-21,C015,8965,106,8,0,0.0,114.52
2025-06-22,C015,8529,119,10,1,60.75,125.43
2025-06-23,C015,8141,113,8,1,59.86,107.72
2025-06-24,C015,9110,105,8,1,63.23,78.61
2025-06-25,C015,7916,135,10,1,81.58,124.69
2025-06-26,C015,9772,147,11,1,50.91,125.91
2025-06-27,C015,7835,105,9,1,47.49,92.43
2025-06-28,C015,11594,171,14,1,58.99,151.87
2025-06-29,C015,11263,223,15,1,48.64,151.87
2025-06-30,C015,8544,120,8,1,54.52,111.04
2025-07-01,C015,7894,105,8,1,78.43,105.59
2025-07-02,C015,7892,96,8,1,42.21,88.21
2025-07-03,C015,6433,114,9,1,62.11,109.18
2025-07-04,C015,6482,90,5,0,0.0,89.04
2025-07-05,C015,7432,112,8,0,0.0,117.88
2025-07-06,C015,6598,118,8,1,43.61,130.34
2025-07-07,C015,6861,119,10,1,51.36,118.65
2025-07-08,C015,2994,41,2,0,0.0,35.42
2025-07-09,C015,3237,36,3,0,0.0,33.89
2025-07-10,C015,4665,89,6,1,75.44,69.83
2025-07-11,C015,4832,66,5,1,46.29,64.14
2025-07-12,C015,7575,108,7,0,0.0,105.96
2025-07-13,C015,9906,162,13,1,51.92,150.52
2025-07-14,C015,5322,61,4,0,0.0,49.43
2025-04-16,C016,5725,78,7,1,60.53,63.4
2025-04-17,C016,6414,99,10,1,76.18,91.94
2025-04-18,C016,7512,144,14,2,137.33,119.03
2025-04-19,C016,8318,173,11,1,95.81,137.84
2025-04-20,C016,6658,127,10,1,79.54,100.41
2025-04-21,C016,10122,216,19,4,329.37,189.56
2025-04-22,C016,6814,154,17,3,236.04,114.46
2025-04-23,C016,5824,76,7,1,80.29,67.81
2025-04-24,C016,6461,114,7,0,0.0,89.6
2025-04-25,C016,11372,181,17,2,85.79,155.75
2025-04-26,C016,7940,193,13,2,108.94,178.95
2025-04-27,C016,10803,161,12,2,184.17,143.42
2025-04-28,C016,8116,209,19,3,173.79,176.9
2025-04-29,C016,10018,155,12,2,168.41,151.67
2025-04-30,C016,10805,183,19,3,163.92,139.47
2025-05-01,C016,8814,157,16,2,172.17,107.67
2025-05-02,C016,10607,138,11,1,68.3,136.39
2025-05-03,C016,10187,200,19,3,220.28,175.16
2025-05-04,C016,15800,230,23,4,289.13,217.62
2025-05-05,C016,9654,177,11,1,58.91,132.6
2025-05-06,C016,11630,208,17,2,162.97,162.18
2025-05-07,C016,10501,123,10,1,66.18,99.31
2025-05-08,C016,12707,215,20,4,242.08,215.91
2025-05-09,C016,11975,244,22,3,178.54,208.97
2025-05-10,C016,10375,176,15,2,169.32,139.62
2025-05-11,C016,9252,212,22,2,128.82,163.43
2025-05-12,C016,10563,141,9,1,71.91,127.29
2025-05-13,C016,10397,127,13,1,77.95,93.66
2025-05-14,C016,7946,172,11,1,53.24,153.59
2025-05-15,C016,10552,171,17,3,136.96,154.25
2025-05-16,C016,7495,105,10,1,65.57,88.89
2025-05-17,C016,7413,116,10,1,99.11,83.74
2025-05-18,C016,5999,127,9,1,59.99,107.13
2025-05-19,C016,7758,139,10,1,67.28,131.88
2025-05-20,C016,3625,64,6,0,0.0,49.67
2025-05-21,C016,5751,90,8,0,0.0,81.28
2025-05-22,C016,7782,136,10,1,54.74,121.22
2025-05-23,C016,8980,172,17,2,122.99,153.13
2025-05-24,C016,6837,99,7,1,80.06,75.86
2025-03-17,C017,6766,95,9,1,68.39,107.48
2025-03-18,C017,5046,61,4,0,0.0,54.79
2025-03-19,C017,8703,108,9,1,49.93,97.54
2025-03-20,C017,3970,48,3,0,0.0,40.01
2025-03-21,C017,8392,125,10,1,51.68,113.91
2025-03-22,C017,8369,147,13,1,67.01,148.59
2025-03-23,C017,9498,129,8,1,61.56,119.76
2025-03-24,C017,6264,97,7,1,63.21,81.51
2025-03-25,C017,3159,48,3,0,0.0,48.35
2025-03-26,C017,6531,118,11,1,62.98,100.83
2025-03-27,C017,8166,125,9,1,60.94,121.67
2025-03-28,C017,7167,76,7,1,64.28,62.64
2025-03-29,C017,9320,161,10,1,61.31,166.17
2025-03-30,C017,5453,84,7,0,0.0,76.01
2025-03-31,C017,9069,135,11,1,46.55,121.17
2025-04-01,C017,7142,114,8,0,0.0,110.14
2025-04-02,C017,9987,151,12,1,50.55,147.59
2025-04-03,C017,11198,194,16,2,115.92,161.06
2025-04-04,C017,8302,121,10,1,50.83,107.1
2025-04-05,C017,13446,175,13,1,59.37,174.11
2025-04-06,C017,13247,207,12,1,73.5,204.56
2025-04-07,C017,4687,88,4,0,0.0,91.44
2025-04-08,C017,3641,55,5,0,0.0,50.1
2025-04-09,C017,7833,144,13,1,41.12,125.23
2025-04-10,C017,7104,106,6,0,0.0,95.18
2025-04-11,C017,4485,59,4,0,0.0,57.42
2025-04-12,C017,10500,173,13,1,56.8,153.72
2025-04-13,C017,9375,140,11,1,55.13,126.24
2025-04-14,C017,7844,114,10,1,81.37,104.19
2025-04-15,C017,6098,58,5,0,0.0,50.16
2025-04-16,C017,10014,133,12,1,84.97,129.49
2025-04-17,C017,7201,67,5,0,0.0,63.78
2025-04-18,C017,8163,135,11,1,49.6,139.37
2025-04-19,C017,6808,139,8,1,58.91,125.94
2025-04-20,C017,12354,177,15,2,193.04,170.69
2025-04-21,C017,5036,63,5,0,0.0,60.04
2025-04-22,C017,9822,129,7,1,66.8,100.71
2025-04-23,C017,11113,187,16,2,130.29,193.08
2025-04-24,C017,4024,48,3,0,0.0,50.69
2025-04-25,C017,7181,104,7,0,0.0,65.12
2025-04-26,C017,13358,166,17,2,121.13,150.02
2025-04-27,C017,10479,150,14,2,116.72,158.32
2025-04-28,C017,10820,154,12,2,103.86,142.23
2025-04-29,C017,4397,55,4,0,0.0,47.48
2025-04-30,C017,9119,153,12,1,72.27,130.91
2025-05-01,C017,12004,174,12,1,53.45,142.26
2025-05-02,C017,10024,132,9,1,57.23,118.35
2025-05-03,C017,10571,160,13,2,136.2,145.72
2025-05-04,C017,7816,118,9,1,43.31,113.74
2025-05-05,C017,3639,55,5,0,0.0,49.44
2025-05-06,C017,6220,90,6,0,0.0,93.42
2025-05-07,C017,6045,62,4,0,0.0,61.73
2025-05-08,C017,9140,150,14,2,117.13,156.88
2025-05-09,C017,8502,87,6,0,0.0,82.47
2025-05-10,C017,11041,187,17,2,129.39,166.86
2025-05-11,C017,5389,93,7,1,61.09,109.98
2025-05-12,C017,6342,68,6,0,0.0,72.88
2025-05-13,C017,8822,115,9,1,68.23,126.22
2025-05-14,C017,9225,150,11,1,79.13,170.98
2025-05-15,C017,6725,90,7,1,64.12,89.39
2025-09-28,C018,7663,133,12,2,129.48,113.64
2025-09-29,C018,7647,171,19,3,227.43,143.12
2025-09-30,C018,8385,152,13,2,128.0,126.07
2025-10-01,C018,14796,208,15,2,133.19,192.64
2025-10-02,C018,8312,163,13,2,135.45,116.6
2025-10-03,C018,4691,96,8,1,42.98,69.49
2025-10-04,C018,3015,66,4,0,0.0,61.98
2025-10-05,C018,5402,109,7,1,65.19,93.85
2025-10-06,C018,8162,108,11,1,48.92,106.44
2025-10-07,C018,11284,247,19,3,208.94,241.99
2025-10-08,C018,8586,148,13,2,136.1,120.83
2025-10-09,C018,6354,85,6,1,65.19,77.34
2025-10-10,C018,6357,111,9,1,61.26,74.31
2025-10-11,C018,10834,183,14,1,71.04,180.65
2025-10-12,C018,6292,117,10,1,76.25,69.76
2025-10-13,C018,6538,87,7,1,45.69,79.16
2025-10-14,C018,9046,137,10,1,47.45,128.85
2025-10-15,C018,7901,98,8,1,49.82,87.45
2025-10-16,C018,7083,147,8,1,90.02,142.94
2025-10-17,C018,8124,129,11,1,57.02,117.96
2025-10-18,C018,12008,163,11,1,67.19,150.7
2025-10-19,C018,11011,192,15,2,103.44,195.67
2025-10-20,C018,9800,159,12,1,82.98,128.11
2025-10-21,C018,8019,157,17,2,153.52,143.05
2025-10-22,C018,5724,82,5,0,0.0,70.25
2025-10-23,C018,9058,136,16,2,113.9,90.14
2025-10-24,C018,6721,97,6,1,77.68,97.39
2025-10-25,C018,9868,136,11,1,74.32,127.36
2025-10-26,C018,9131,193,17,2,116.73,154.86
2025-10-27,C018,11699,217,18,3,257.24,171.15
2025-10-28,C018,8248,152,12,2,175.5,112.23
2025-10-29,C018,6779,112,13,2,161.69,92.68
2025-10-30,C018,5471,112,10,1,65.13,93.85
2025-10-31,C018,10780,142,14,2,107.21,95.54
2025-11-01,C018,13117,307,29,6,404.5,285.83
2025-11-02,C018,8041,127,7,1,59.27,99.3
2025-11-03,C018,6808,161,19,2,126.36,122.69
2025-11-04,C018,9862,157,14,2,179.91,140.75
2025-11-05,C018,3057,54,6,1,42.88,44.46
2025-11-06,C018,9737,182,14,2,65.08,137.92
2025-11-07,C018,9591,112,9,1,48.26,97.38
2025-11-08,C018,12838,221,19,3,149.88,183.7
2025-11-09,C018,8082,167,16,2,139.72,163.11
2025-11-10,C018,7073,122,10,1,87.19,95.67
2025-11-11,C018,7124,113,12,2,141.68,103.36
2025-11-12,C018,7100,112,11,1,88.2,92.19
2025-11-13,C018,8630,156,13,2,160.31,123.81
2025-11-14,C018,7062,146,12,2,131.74,121.15
2025-11-15,C018,5381,78,6,1,67.55,63.09
2025-11-16,C018,12620,278,21,3,278.0,242.0
2025-11-17,C018,7768,165,13,2,161.2,123.98
2025-11-18,C018,4895,72,5,0,0.0,57.23
2025-11-19,C018,4786,92,9,1,65.24,81.12
2025-11-20,C018,5564,156,13,2,156.23,154.42
2025-11-21,C018,3378,66,8,1,52.3,57.68
2025-11-22,C018,7959,118,10,1,60.57,115.21
2025-11-23,C018,6207,88,5,0,0.0,82.13
2025-11-24,C018,7831,122,10,1,81.47,125.45
2025-11-25,C018,4301,95,6,1,84.61,81.38
2025-11-26,C018,8920,216,19,2,110.98,201.54
2025-07-15,C019,5643,80,5,0,0.0,75.08
2025-07-16,C019,8618,125,12,1,56.07,97.57
2025-07-17,C019,3273,48,3,0,0.0,44.49
2025-07-18,C019,7721,92,6,0,0.0,85.35
2025-07-19,C019,9362,140,9,1,52.16,153.7
2025-07-20,C019,10265,162,15,1,71.69,182.32
2025-07-21,C019,7538,95,7,1,47.15,81.75
2025-07-22,C019,10728,207,15,2,102.41,199.47
2025-07-23,C019,7246,107,8,1,48.44,109.05
2025-07-24,C019,7708,148,14,1,52.67,146.53
2025-07-25,C019,5256,78,6,1,56.01,82.75
2025-07-26,C019,5945,94,8,0,0.0,76.96
2025-07-27,C019,11150,143,11,1,51.35,159.73
2025-07-28,C019,6332,83,5,0,0.0,77.73
2025-07-29,C019,10065,139,12,1,61.42,131.4
2025-07-30,C019,12356,137,13,1,48.33,132.72
2025-07-31,C019,11507,170,14,2,143.79,174.16
2025-08-01,C019,11639,167,15,2,118.78,185.96
2025-08-02,C019,11987,154,15,2,125.45,141.59
2025-08-03,C019,10500,129,10,1,54.57,133.63
2025-08-04,C019,12733,169,15,2,88.84,171.35
2025-08-05,C019,14963,264,23,3,182.8,225.63
2025-08-06,C019,5602,77,4,0,0.0,71.57
2025-08-07,C019,7467,136,11,1,58.19,128.83
2025-08-08,C019,6413,106,7,0,0.0,101.89
2025-08-09,C019,7430,120,10,1,73.76,130.52
2025-08-10,C019,15297,220,20,2,120.54,195.46
2025-08-11,C019,7266,89,7,0,0.0,72.24
2025-08-12,C019,5477,82,6,0,0.0,86.25
2025-08-13,C019,8967,150,13,1,74.0,109.07
2025-08-14,C019,6965,117,11,1,75.65,98.13
2025-08-15,C019,6224,82,5,0,0.0,86.11
2025-08-16,C019,8097,112,11,0,0.0,106.46
2025-08-17,C019,6887,94,6,0,0.0,87.19
2025-08-18,C019,6532,91,5,0,0.0,97.36
2025-08-19,C019,9709,111,8,0,0.0,118.65
2025-08-20,C019,5849,75,5,0,0.0,59.83
2025-08-21,C019,3741,48,3,0,0.0,43.93
2025-08-22,C019,7775,96,7,1,79.28,98.37
2025-08-23,C019,7230,91,7,0,0.0,97.39
2025-08-24,C019,7414,115,9,1,43.14,107.66
2025-08-25,C019,7038,87,4,0,0.0,83.18
2025-08-26,C019,8239,117,9,1,52.04,109.59
2025-08-27,C019,6849,102,7,0,0.0,94.47
2025-01-16,C020,5660,108,9,1,49.83,92.51
2025-01-17,C020,6605,123,12,2,151.03,102.03
2025-01-18,C020,5952,95,8,1,69.31,72.95
2025-01-19,C020,8383,138,10,1,73.75,133.43
2025-01-20,C020,6954,149,9,1,101.24,92.37
2025-01-21,C020,6388,109,9,1,66.47,84.21
2025-01-22,C020,8789,124,8,1,59.26,103.95
2025-01-23,C020,8746,207,20,2,98.35,168.93
2025-01-24,C020,4611,95,7,1,92.76,78.75
2025-01-25,C020,7070,141,11,1,64.07,114.27
2025-01-26,C020,11554,178,20,2,179.94,135.92
2025-01-27,C020,7581,128,12,2,168.38,104.4
2025-01-28,C020,7227,106,7,1,71.39,72.87
2025-01-29,C020,12091,261,21,2,148.51,170.44
2025-01-30,C020,9666,231,15,2,133.27,189.85
2025-01-31,C020,8615,173,19,3,179.77,132.29
2025-02-01,C020,11471,177,19,3,217.46,145.83
2025-02-02,C020,10571,177,17,2,114.29,159.47
2025-02-03,C020,9248,152,11,2,178.07,140.62
2025-02-04,C020,7156,160,13,1,93.46,135.35
2025-02-05,C020,6283,123,14,2,128.82,92.34
2025-02-06,C020,7016,124,9,1,83.71,105.07
2025-02-07,C020,8798,147,11,1,59.21,106.77
2025-02-08,C020,9055,151,14,1,68.89,153.0
2025-02-09,C020,8408,108,11,1,82.29,90.67
2025-02-10,C020,8433,139,14,1,78.58,113.54
2025-02-11,C020,6030,109,8,1,68.6,87.65
2025-02-12,C020,6463,103,9,1,99.9,96.82
2025-02-13,C020,8071,93,5,0,0.0,77.18
2025-02-14,C020,7343,105,10,1,72.73,84.61
2025-04-01,C021,8182,194,15,2,134.38,159.5
2025-04-02,C021,7232,67,3,0,0.0,67.7
2025-04-03,C021,4986,82,7,0,0.0,85.31
2025-04-04,C021,7760,107,11,1,64.07,95.33
2025-04-05,C021,8208,109,11,1,83.76,90.79
2025-04-06,C021,5941,121,9,1,68.01,104.1
2025-04-07,C021,5641,116,9,1,70.21,97.36
2025-04-08,C021,6575,139,10,1,49.21,129.27
2025-04-09,C021,5972,109,8,1,48.14,82.77
2025-04-10,C021,7327,142,11,1,54.05,121.17
2025-04-11,C021,12204,244,20,3,291.24,173.6
2025-04-12,C021,7579,126,10,1,87.09,91.86
2025-04-13,C021,11042,197,15,1,64.87,154.77
2025-04-14,C021,5313,109,9,1,87.6,88.59
2025-04-15,C021,6278,109,9,1,40.49,87.45
2025-04-16,C021,8617,188,21,3,260.41,172.05
2025-04-17,C021,14085,296,29,4,269.75,243.1
2025-04-18,C021,7171,124,7,1,65.0,110.2
2025-04-19,C021,11824,268,19,4,331.14,232.57
2025-04-20,C021,7893,134,14,1,75.62,119.96
2025-04-21,C021,6259,145,11,1,51.38,109.84
2025-04-22,C021,6344,129,10,1,60.82,113.34
2025-04-23,C021,8153,165,17,2,107.6,141.32
2025-04-24,C021,5717,86,6,0,0.0,78.27
2025-04-25,C021,4198,71,6,0,0.0,57.93
2025-04-26,C021,9686,153,16,2,114.05,131.28
2025-04-27,C021,12981,208,20,3,264.86,199.62
2025-04-28,C021,8267,162,14,2,138.13,132.11
2025-04-29,C021,5770,114,8,1,50.42,98.13
2025-04-30,C021,4710,115,9,1,75.77,104.85
2025-05-01,C021,11290,222,25,4,378.88,205.7
2025-05-02,C021,11345,183,20,3,247.29,144.84
2025-05-03,C021,10315,238,22,4,154.27,200.57
2025-05-04,C021,11386,240,20,3,252.19,157.51
2025-05-05,C021,8850,133,12,2,164.26,111.52
2025-05-06,C021,12056,213,17,2,158.79,180.29
2025-05-07,C021,4582,94,7,1,84.86,69.44
2025-05-08,C021,8406,161,17,2,151.5,150.97
2025-05-09,C021,8247,159,15,2,151.27,121.88
2025-05-10,C021,14287,265,18,2,141.29,199.47
2025-05-11,C021,6166,123,11,1,72.78,103.96
2025-05-12,C021,8124,125,9,1,68.26,107.82
2025-05-13,C021,7332,123,15,2,120.82,138.99
2025-05-14,C021,5764,119,9,1,65.13,96.7
2025-05-15,C021,11124,235,22,3,228.94,223.9
2025-05-16,C021,11855,246,22,3,209.6,182.94
2025-05-17,C021,9604,159,15,2,157.04,144.11
2025-05-18,C021,6185,147,12,1,63.34,118.85
2025-05-19,C021,12425,241,21,3,207.01,200.95
2025-05-20,C021,7185,135,12,2,119.16,122.9
2025-05-21,C021,5863,95,7,1,54.82,75.11
2025-05-22,C021,7485,130,9,1,79.52,118.67
2025-05-23,C021,8094,131,10,1,78.4,103.63
2025-05-24,C021,7901,113,10,1,55.05,81.84
2025-05-25,C021,6191,109,8,1,67.11,97.99
2025-05-26,C021,5687,104,7,1,55.25,96.52
2025-05-27,C021,8592,123,9,1,83.92,121.97
2025-05-28,C021,10224,174,18,2,147.43,113.27
2025-05-29,C021,6681,91,8,1,61.18,69.86
2025-05-30,C021,4927,87,7,1,90.77,68.63
2025-05-31,C021,6752,123,13,2,124.57,110.35
2025-06-01,C021,6984,139,16,2,151.4,126.09
2025-06-02,C021,6027,88,7,1,64.56,69.26
2025-06-03,C021,5667,93,9,1,46.76,83.35
2025-06-04,C021,8376,134,13,2,112.85,111.7
2025-06-05,C021,5211,98,8,1,68.67,83.89
2025-06-06,C021,5405,87,7,1,62.03,76.35
2025-06-07,C021,4522,77,6,1,68.26,66.61
2025-06-08,C021,6507,91,7,0,0.0,57.55
2025-06-09,C021,6973,144,15,2,154.31,116.86
2025-06-10,C021,6557,119,14,2,189.66,99.56
2025-01-01,C022,11819,433,80,18,827.9,69.28
2025-01-02,C022,7201,356,51,17,964.6,56.24
2025-01-03,C022,10563,466,63,17,1078.63,62.67
2025-01-04,C022,7944,271,59,15,840.63,38.77
2025-01-05,C022,9840,449,83,24,1859.08,71.71
2025-01-06,C022,9456,319,55,14,730.02,42.76
2025-01-07,C022,4000,171,33,8,495.7,24.54
2025-01-08,C022,8442,427,88,19,1137.99,56.14
2025-01-09,C022,6340,304,48,13,883.79,49.74
2025-01-10,C022,7239,336,82,17,848.04,64.53
2025-01-11,C022,4796,193,22,6,425.28,26.31
2025-01-12,C022,10773,332,53,14,725.5,48.34
2025-01-13,C022,7304,319,69,19,1206.91,40.93
2025-01-14,C022,8044,351,81,20,1549.69,60.26
2025-01-15,C022,6918,188,43,12,622.9,31.51
2025-01-16,C022,6772,333,55,15,1114.31,51.0
2025-01-17,C022,12493,562,73,17,1195.32,71.23
